ID,NAME,SMILES,inchikey
YMDB03473,CL(10:0/14:1(9Z)/18:1(11Z)/30:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,LGBZFUUBNKHYRL-XMLSTPOESA-N
YMDB03474,CL(10:0/14:1(9Z)/18:1(9Z)/18:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,HNRWEIMOUPQDLM-UAUQWFNBSA-N
YMDB03475,CL(10:0/14:1(9Z)/18:1(9Z)/18:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,XVTDVJUZOXPHHG-WDUDXRBJSA-N
YMDB03476,CL(10:0/14:1(9Z)/18:1(9Z)/20:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,PZEADCKGOGQXMV-NXZIPQKYSA-N
YMDB03477,CL(10:0/14:1(9Z)/18:1(9Z)/20:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,VJSLDSKMDSNPDP-MWEQNGBPSA-N
YMDB03478,CL(10:0/14:1(9Z)/18:1(9Z)/20:1(13Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,SMXFLKKYSQENEQ-AGEKCBMOSA-N
YMDB03479,CL(10:0/14:1(9Z)/18:1(9Z)/22:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,LBIZMDTTYZVMLQ-LYEBTHPASA-N
YMDB03480,CL(10:0/14:1(9Z)/18:1(9Z)/22:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,BONRDWZPWZHQSU-FGXZZXAJSA-N
YMDB03481,CL(10:0/14:1(9Z)/18:1(9Z)/22:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCC,NETNJZOGZKSOFZ-UJMLWDLOSA-N
YMDB03482,CL(10:0/14:1(9Z)/18:1(9Z)/24:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,XCNPTOLFZPPWJB-YZVRGGQFSA-N
YMDB03483,CL(10:0/14:1(9Z)/18:1(9Z)/24:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,AIHLKIYBFXBUDE-LEJTWDGPSA-N
YMDB03484,CL(10:0/14:1(9Z)/18:1(9Z)/24:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCCCC,ZCRDUCFFMPSTHA-AMBFRUDNSA-N
YMDB03485,CL(10:0/14:1(9Z)/18:1(9Z)/26:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,UTCMJLFAHJJHFW-JWJLQXHWSA-N
YMDB03486,CL(10:0/14:1(9Z)/18:1(9Z)/26:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCC\C=C/CCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,NEQCKJHTXWYVTP-FDQZQATCSA-N
YMDB03487,CL(10:0/14:1(9Z)/18:1(9Z)/26:1(9Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCC\C=C/CCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,HBSWXPKYUQZVII-VLUCSTDASA-N
YMDB03488,CL(10:0/14:1(9Z)/18:1(9Z)/28:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,LINCTEZLLYWGOY-MSIURCLQSA-N
YMDB03489,CL(10:0/14:1(9Z)/18:1(9Z)/28:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCC\C=C/CCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,FDQXVDRZPIBNSS-MZVKJWLESA-N
YMDB03490,CL(10:0/14:1(9Z)/18:1(9Z)/28:1(9Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCC\C=C/CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,NGZFORUURIGLOO-YUASOEFESA-N
YMDB03491,CL(10:0/14:1(9Z)/18:1(9Z)/30:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,AQBNFFXIEQAYGM-BXPPWZNCSA-N
YMDB03492,CL(10:0/14:1(9Z)/20:0/20:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,TVKPPDFJJVVNIF-IQQHFVMZSA-N
YMDB03493,CL(10:0/14:1(9Z)/20:0/20:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,WFNOCJQSMIVPAB-OGSKBMPESA-N
YMDB03494,CL(10:0/14:1(9Z)/20:0/20:1(13Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,FANRWYISTANGTL-XLZFKQQXSA-N
YMDB03495,CL(10:0/14:1(9Z)/20:0/22:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,PGPPJGZDXAZOOX-UBSICRRMSA-N
YMDB03496,CL(10:0/14:1(9Z)/20:0/22:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,MSHJDVJYFKZCEC-IBTLMDDRSA-N
YMDB03497,CL(10:0/14:1(9Z)/20:0/22:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCC,BMFQGXIQHWESKR-IHSLVKBJSA-N
YMDB03498,CL(10:0/14:1(9Z)/20:0/24:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,JHGIQATUDCBLGJ-HOIREUNFSA-N
YMDB03499,CL(10:0/14:1(9Z)/20:0/24:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,MNIRLPHLVMBBPD-QJIQVBMJSA-N
YMDB03500,CL(10:0/14:1(9Z)/20:0/24:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCCCC,RCBCKXXGYLCNGW-OITKYSPFSA-N
YMDB03501,CL(10:0/14:1(9Z)/20:0/26:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,PDSWEULFEKXPHX-KACDVLJISA-N
YMDB03502,CL(10:0/14:1(9Z)/20:0/26:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC\C=C/CCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,IJCCDUXQMKJIOW-FSBXGSOXSA-N
YMDB03503,CL(10:0/14:1(9Z)/20:0/26:1(9Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC\C=C/CCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,XRVZNOKIHZUXNY-CZLMLESNSA-N
YMDB03504,CL(10:0/14:1(9Z)/20:0/28:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,ZPKQEAKWQUOXPO-ZMGHOTMQSA-N
YMDB03505,CL(10:0/14:1(9Z)/20:0/28:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCC\C=C/CCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,LDNZSYFEPFKKGB-GTJLWIKGSA-N
YMDB03506,CL(10:0/14:1(9Z)/20:0/28:1(9Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC\C=C/CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,WTGDXYWTLRVNQX-YZJNCSHSSA-N
YMDB03507,CL(10:0/14:1(9Z)/20:1(11Z)/20:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,QEBHIRCENHOFEE-ZAOITOTDSA-N
YMDB03508,CL(10:0/14:1(9Z)/20:1(11Z)/20:1(13Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,VAOULZDCMBIVBT-LMDHHTDSSA-N
YMDB03509,CL(10:0/14:1(9Z)/20:1(11Z)/22:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,PPMBKZQWALCASV-YRTVBKGRSA-N
YMDB03510,CL(10:0/14:1(9Z)/20:1(11Z)/22:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,KFMQMIQWGSSDAS-VZTVAMJUSA-N
YMDB03511,CL(10:0/14:1(9Z)/20:1(11Z)/22:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCC,XVMZBIPRTHTUHF-GLBQXMJWSA-N
YMDB03512,CL(10:0/14:1(9Z)/20:1(11Z)/24:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,LFQSAXNLZOSNHS-FLVRFFSYSA-N
YMDB03513,CL(10:0/14:1(9Z)/20:1(11Z)/24:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,HTHGYPBJAZJYFI-BTPCYIDASA-N
YMDB03514,CL(10:0/14:1(9Z)/20:1(11Z)/24:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCCCC,ODUMNQAMSRRCBR-XXJCOKAJSA-N
YMDB03515,CL(10:0/14:1(9Z)/20:1(11Z)/26:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,BBBQZXBTELIPHO-SDUIHYQJSA-N
YMDB03516,CL(10:0/14:1(9Z)/20:1(11Z)/26:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCC\C=C/CCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,AAHGPMQGXLGIHF-CRMXNEQXSA-N
YMDB03517,CL(10:0/14:1(9Z)/20:1(11Z)/26:1(9Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCC\C=C/CCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,IWMARAROADBLRN-LQAGWMGISA-N
YMDB03518,CL(10:0/14:1(9Z)/20:1(11Z)/28:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,XUENLCXXQXQCIO-IBTIXGPPSA-N
YMDB03519,CL(10:0/14:1(9Z)/20:1(11Z)/28:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCC\C=C/CCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,DZWZUWAFVYFELQ-QSTFAMQQSA-N
YMDB03520,CL(10:0/14:1(9Z)/20:1(11Z)/28:1(9Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCC\C=C/CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,CIEZWUVSYZASDH-WQOLKCINSA-N
YMDB03521,CL(10:0/14:1(9Z)/20:1(13Z)/20:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,YHVZKFUSBZPZTJ-SAZYSSLBSA-N
YMDB03522,CL(10:0/14:1(9Z)/20:1(13Z)/20:1(13Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,VKWOXJYSZDROKD-NJCPPLMUSA-N
YMDB03523,CL(10:0/14:1(9Z)/20:1(13Z)/22:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,UYMPTPOYTZHRGO-DWYGXRRVSA-N
YMDB03524,CL(10:0/14:1(9Z)/20:1(13Z)/22:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,AYLKUDRQSKKGGO-MLTGCYKFSA-N
YMDB03525,CL(10:0/14:1(9Z)/20:1(13Z)/22:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCC,AASMSNJJTPQRFX-PDLQJZSCSA-N
YMDB03526,CL(10:0/14:1(9Z)/20:1(13Z)/24:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,YAOLTWHSVUCKKI-RDMSDZIUSA-N
YMDB03527,CL(10:0/14:1(9Z)/20:1(13Z)/24:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,ZBUNJKKYLAWYRN-JHMXUZICSA-N
YMDB03528,CL(10:0/14:1(9Z)/20:1(13Z)/24:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCCCC,BIEVDXNKVRYOFA-SBYQGDAUSA-N
YMDB03529,CL(10:0/14:1(9Z)/20:1(13Z)/26:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,KNFZYNGNKPBAIS-UKXCEQMPSA-N
YMDB03530,CL(10:0/14:1(9Z)/20:1(13Z)/26:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCC\C=C/CCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,PMOCMZMUAIZFPB-DTQSRYGYSA-N
YMDB03531,CL(10:0/14:1(9Z)/20:1(13Z)/26:1(9Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCC\C=C/CCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,SDXPTIXSGKCOHH-ATMFCLMBSA-N
YMDB03532,CL(10:0/14:1(9Z)/20:1(13Z)/28:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,AZXLPYRQPLHZEH-XMLSTPOESA-N
YMDB03533,CL(10:0/14:1(9Z)/20:1(13Z)/28:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCC\C=C/CCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,QIKZJXRDJIKBEI-GKPWLYRMSA-N
YMDB03534,CL(10:0/14:1(9Z)/20:1(13Z)/28:1(9Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCC\C=C/CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,BSEYBTNIOUAHLN-SXDSSITHSA-N
YMDB03535,CL(10:0/14:1(9Z)/22:0/22:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,UNIVOOSOLWUGDY-HOIREUNFSA-N
YMDB03536,CL(10:0/14:1(9Z)/22:0/22:1(11Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,KTBUAFXPYLIRJP-GXTWLPFKSA-N
YMDB03537,CL(10:0/14:1(9Z)/22:0/22:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCC,VOIOWQAQFLCJIV-OITKYSPFSA-N
