ID,NAME,SMILES,inchikey
YMDB06346,CL(12:0/18:0/18:0/20:0),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,DUTBUIGZALZVAD-DFXUENRWSA-N
YMDB06347,CL(12:0/18:0/18:0/20:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,MNIXCYKABTUZLB-CPWZHNAISA-N
YMDB06348,CL(12:0/18:0/18:0/20:1(13Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,WQRMQLVFHNEVDI-DYGPPYNQSA-N
YMDB06349,CL(12:0/18:0/18:0/22:0),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,ZTXHGZMZMAZCBX-ARQKOWHBSA-N
YMDB06350,CL(12:0/18:0/18:0/22:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCC,UBWZFPWYJRFVCG-KQJVKHBFSA-N
YMDB06351,CL(12:0/18:0/18:0/22:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCC,DAPNDQKGRUABRQ-KMQQPQGJSA-N
YMDB06352,CL(12:0/18:0/18:0/24:0),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC,ODIMFEVKNRLGGQ-HRXLSSNSSA-N
YMDB06353,CL(12:0/18:0/18:0/24:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCCCC,XBKZDQAXUOEUTB-PPDVTESNSA-N
YMDB06354,CL(12:0/18:0/18:0/24:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCCCC,ACBQTQROWSNRDM-OJPAQRSUSA-N
YMDB06355,CL(12:0/18:0/18:1(11Z)/18:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,ISHNOICDRZBRGE-XNWRPRHASA-N
YMDB06356,CL(12:0/18:0/18:1(11Z)/18:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,IKBCFOALZYMEGW-PKCOKCJJSA-N
YMDB06357,CL(12:0/18:0/18:1(11Z)/20:0),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,RLIKWEPYYPRZKZ-XINBXNEZSA-N
YMDB06358,CL(12:0/18:0/18:1(11Z)/20:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,AVPSYSJGRUHPHL-XTUICFPSSA-N
YMDB06359,CL(12:0/18:0/18:1(11Z)/20:1(13Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,WSFJTASYRCLSKK-XJJCZCMWSA-N
YMDB06360,CL(12:0/18:0/18:1(11Z)/22:0),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,RQMGRKCZHIGGHV-KSZIGCDUSA-N
YMDB06361,CL(12:0/18:0/18:1(11Z)/22:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCC,FQMPXGZKAKNDLD-FSVYDPTASA-N
YMDB06362,CL(12:0/18:0/18:1(11Z)/22:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCC,LGUCYFDXQMGDPO-RCHMYGOZSA-N
YMDB06363,CL(12:0/18:0/18:1(11Z)/24:0),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC,IZPQZJSWIRMIQS-ALNIXOIZSA-N
YMDB06364,CL(12:0/18:0/18:1(11Z)/24:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCCCC,LLQVFYDKHFRUQQ-ZEKOIUEVSA-N
YMDB06365,CL(12:0/18:0/18:1(11Z)/24:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCCCC,CZIFPOSZGBNEMJ-RWWGYIABSA-N
YMDB06366,CL(12:0/18:0/18:1(9Z)/18:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,DGLJJVDKHKTPEU-ZMIIIEJPSA-N
YMDB06367,CL(12:0/18:0/18:1(9Z)/18:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,WBHFOTUWYMPXRF-DUMBLTCESA-N
YMDB06368,CL(12:0/18:0/18:1(9Z)/20:0),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,SOBDAYQUXIOBNV-RUADLCSCSA-N
YMDB06369,CL(12:0/18:0/18:1(9Z)/20:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,SPGMSCPZBDKRIN-NBAVTPOYSA-N
YMDB06370,CL(12:0/18:0/18:1(9Z)/20:1(13Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,MFYCRKNMNFUJSG-ZXVYKYGCSA-N
YMDB06371,CL(12:0/18:0/18:1(9Z)/22:0),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,LVASMKUBDKWQGK-MXWUKKDESA-N
YMDB06372,CL(12:0/18:0/18:1(9Z)/22:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCC,ZHVVGOSXGDRGCR-CELVVHRVSA-N
YMDB06373,CL(12:0/18:0/18:1(9Z)/22:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCC,LXVIHQXTDZSVDX-PVURAIAISA-N
YMDB06374,CL(12:0/18:0/18:1(9Z)/24:0),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC,HXAMHNOGUATTDW-IKNCHUAXSA-N
YMDB06375,CL(12:0/18:0/18:1(9Z)/24:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCCCC,ONXBVUAOYPPMNB-CQKXPFJLSA-N
YMDB06376,CL(12:0/18:0/18:1(9Z)/24:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCCCC,MVWAFCHUFHKPBF-QLORRLLQSA-N
YMDB06377,CL(12:0/18:0/20:0/20:0),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,WKQQZDYPRTZYML-ARQKOWHBSA-N
YMDB06378,CL(12:0/18:0/20:0/20:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,GQEFNIQYAGAGNR-PXGSQAMSSA-N
YMDB06379,CL(12:0/18:0/20:0/20:1(13Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,UBWUJPPPXCKEDR-KSZIGCDUSA-N
YMDB06380,CL(12:0/18:0/20:0/22:0),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,UZQIHCRAHGDZHP-HRXLSSNSSA-N
YMDB06381,CL(12:0/18:0/20:0/22:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCC,JIJFVENMHMDMBR-VHNHMIMZSA-N
YMDB06382,CL(12:0/18:0/20:0/22:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCC,MOEQDSBGGVSGGM-OJPAQRSUSA-N
YMDB06383,CL(12:0/18:0/20:1(11Z)/20:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,MBUNJFYPBRWVDD-RCXYSBCLSA-N
YMDB06384,CL(12:0/18:0/20:1(11Z)/20:1(13Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,WYJBRGWXNIKLNW-JHUSVHSDSA-N
YMDB06385,CL(12:0/18:0/20:1(11Z)/22:0),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,DZUFYWJEAGAHFA-JRUATOEUSA-N
YMDB06386,CL(12:0/18:0/20:1(11Z)/22:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCC,YQYIWRIIQWAKIZ-KUBJTWSOSA-N
YMDB06387,CL(12:0/18:0/20:1(11Z)/22:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCC,NMEZTYPGXBTMBU-AYHXUBFISA-N
YMDB06388,CL(12:0/18:0/20:1(13Z)/20:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,SZBMIIDHJAAGJS-XIKPYZMRSA-N
YMDB06389,CL(12:0/18:0/20:1(13Z)/20:1(13Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,SRSFBLKGGPSRAK-UWOWSZBSSA-N
YMDB06390,CL(12:0/18:0/20:1(13Z)/22:0),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,FSKLHJRKDTUOFS-ALNIXOIZSA-N
YMDB06391,CL(12:0/18:0/20:1(13Z)/22:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCC,ZJOMAJNVEJSTLO-QGJGNIAHSA-N
YMDB06392,CL(12:0/18:0/20:1(13Z)/22:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCC,LKXTWKBOHWZMAL-RWWGYIABSA-N
YMDB06393,CL(12:0/18:1(11Z)/12:0/18:1(11Z)),[H]C(O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,STVPGUUHQLMQJY-MAZLIWOOSA-N
YMDB06394,CL(12:0/18:1(11Z)/12:0/18:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,SGQBOLUPONJOPH-FQYOVGJSSA-N
YMDB06395,CL(12:0/18:1(11Z)/18:1(11Z)/18:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,XKPOEQOFDPCMJQ-QNRBJNBBSA-N
YMDB06396,CL(12:0/18:1(11Z)/18:1(11Z)/18:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,OODKLHLTJAXYSI-KMMDGEIPSA-N
YMDB06397,CL(12:0/18:1(11Z)/18:1(11Z)/20:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,ZZQPYWDTINFUJX-BKITWGEUSA-N
YMDB06398,CL(12:0/18:1(11Z)/18:1(11Z)/20:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,SZKLETUDXKRNDA-KUMCXSHESA-N
YMDB06399,CL(12:0/18:1(11Z)/18:1(11Z)/20:1(13Z)),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,WATYYFRRYPSEFN-QVDFPVHKSA-N
YMDB06400,CL(12:0/18:1(11Z)/18:1(11Z)/22:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,QUJIPBGDDCURDM-OWOCBKCISA-N
YMDB06401,CL(12:0/18:1(11Z)/18:1(11Z)/22:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCC,TYUDIWKSFPYMJE-VKXFGDNXSA-N
YMDB06402,CL(12:0/18:1(11Z)/18:1(11Z)/22:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCC,KBVGMYVFOCAYNT-QSIFCMFTSA-N
YMDB06403,CL(12:0/18:1(11Z)/18:1(11Z)/24:0),[H][C@@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,KOAAZBNRDMCNBS-UMNICLLUSA-N
YMDB06404,CL(12:0/18:1(11Z)/18:1(11Z)/24:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCCCCCC,SCVODDOWZUFJIF-ORGLYGHTSA-N
YMDB06405,CL(12:0/18:1(11Z)/18:1(11Z)/24:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCCCCCCCC,SUBOOESCMINWIR-ORWDILHQSA-N
YMDB06406,CL(12:0/18:1(11Z)/18:1(9Z)/18:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC,QQKTYAYFNAGLCF-WQPIVICGSA-N
YMDB06407,CL(12:0/18:1(11Z)/18:1(9Z)/18:1(9Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCCCC,XAJQJOOIJALDMY-DTFSJWGDSA-N
YMDB06408,CL(12:0/18:1(11Z)/18:1(9Z)/20:0),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,JSELQQQMNZVUKN-OXSMBDTESA-N
YMDB06409,CL(12:0/18:1(11Z)/18:1(9Z)/20:1(11Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,UFRJMTQOYXRJFN-BZICNEKISA-N
YMDB06410,CL(12:0/18:1(11Z)/18:1(9Z)/20:1(13Z)),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,DACXCRLCBPVFAC-XMKMQOLOSA-N
YMDB06411,CL(12:0/18:1(11Z)/18:1(9Z)/22:0),[H][C@](O)(COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCC)COP(O)(=O)OC[C@@]([H])(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,KEBORWAWMPURQH-VTBKDQGQSA-N
