Product name,Predicted reaction number,Predicted reaction Yeast-MetaTwin ID,Predicted reaction,Predicted genes of reaction
L-methionine,37,rxn2140,L-methionine + N-acetyl-L-glutamate => L-glutamate + N(alpha)-acetyl-L-methionine,YDR138W or YGL084C or YNL071W or YDR264C or YBR042C or YOL089C or YOR175C or YIL160C or YOR162C or YDL044C or YLR246W or YPL248C or YNR019W or YOR269W or YLR372W or YGL162W or YOR221C or YDR018C or YMR266W or YJL117W or YMR042W or YMR306W or YDR451C or YMR191W or YBL074C or YAR035W or YGR032W or YHR159W or YBR289W or YLL002W or YPL028W or YEL066W or YDR191W or YDR062W or YLR033W or YGR015C or YFL017C or YJL218W or YGR177C or YPR139C or YMR127C or YLR418C or YLR239C or YDR071C or YKR038C or YDR501W or YKR067W or YNR008W or YMR296C or YNR063W or YDR235W or YKR099W or YGR110W or YPL231W or YGR193C or YOR253W or YOR025W or YLR195C or YMR069W or YPR140W or YBR081C or YLR360W or YLR439W or YMR019W or YNL326C or YLR099C or YOL141W or YHR051W or YJL071W or YDR148C or YER024W or YBL052C or YLL031C or YJL206C or YDL073W or YMR062C or YCR034W or YOL068C or YML042W or YLR342W or YNL025C or YJR098C or YBR177C or YOR245C or YBR297W or YCR106W or YPL189W or YIL101C or YDL104C or YJL024C or YML002W or YCR048W or YHL003C or YJL196C or YDR303C or YER061C or YDR232W or YOL003C or YER184C or YPL001W or YPR018W or YCL016C or YDR391C or YOR244W or YGR252W or YPL095C or YDR126W or YOL084W or YMR125W or YDL042C or YKL182W or YJL176C or YPL134C or YKL008C or YHR013C or YNL084C or YAL044C or YOR034C or YDL052C or YNL277W or YGR084C or YPL015C or YPR193C or YCR072C or YOR172W or YDR459C or YGR246C or YBL011W or YOR377W
L-methionine,38,rxn2145,2-acetamido-5-oxopentanoate + L-methionine => L-glutamic 5-semialdehyde + N(alpha)-acetyl-L-methionine,YDR138W or YGL084C or YNL071W or YDR264C or YBR042C or YOL089C or YOR175C or YIL160C or YOR162C or YDL044C or YLR246W or YPL248C or YNR019W or YOR269W or YLR372W or YGL162W or YOR221C or YDR018C or YMR266W or YJL117W or YMR042W or YMR306W or YDR451C or YMR191W or YBL074C or YAR035W or YGR032W or YHR159W or YBR289W or YLL002W or YPL028W or YEL066W or YDR191W or YDR062W or YLR033W or YGR015C or YFL017C or YJL218W or YGR177C or YPR139C or YMR127C or YLR418C or YLR239C or YDR071C or YKR038C or YDR501W or YKR067W or YNR008W or YMR296C or YNR063W or YDR235W or YKR099W or YGR110W or YPL231W or YGR193C or YOR253W or YOR025W or YLR195C or YMR069W or YPR140W or YBR081C or YLR360W or YLR439W or YMR019W or YNL326C or YLR099C or YOL141W or YHR051W or YJL071W or YDR148C or YER024W or YBL052C or YLL031C or YJL206C or YDL073W or YMR062C or YCR034W or YOL068C or YML042W or YLR342W or YNL025C or YJR098C or YBR177C or YOR245C or YBR297W or YCR106W or YPL189W or YIL101C or YDL104C or YJL024C or YML002W or YCR048W or YHL003C or YJL196C or YDR303C or YER061C or YDR232W or YOL003C or YER184C or YPL001W or YPR018W or YCL016C or YDR391C or YOR244W or YGR252W or YPL095C or YDR126W or YOL084W or YMR125W or YDL042C or YKL182W or YJL176C or YPL134C or YKL008C or YHR013C or YNL084C or YAL044C or YOR034C or YDL052C or YNL277W or YGR084C or YPL015C or YPR193C or YCR072C or YOR172W or YDR459C or YGR246C or YBL011W or YOR377W
L-methionine,39,rxn2149,L-methionine + n-acetyl-glutamine => L-glutamine + N(alpha)-acetyl-L-methionine,YDR138W or YGL084C or YNL071W or YDR264C or YBR042C or YOL089C or YOR175C or YIL160C or YOR162C or YDL044C or YLR246W or YPL248C or YNR019W or YOR269W or YLR372W or YGL162W or YOR221C or YDR018C or YMR266W or YJL117W or YMR042W or YMR306W or YDR451C or YMR191W or YBL074C or YAR035W or YGR032W or YHR159W or YBR289W or YLL002W or YPL028W or YEL066W or YDR191W or YDR062W or YLR033W or YGR015C or YFL017C or YJL218W or YGR177C or YPR139C or YMR127C or YLR418C or YLR239C or YDR071C or YKR038C or YDR501W or YKR067W or YNR008W or YMR296C or YNR063W or YDR235W or YKR099W or YGR110W or YPL231W or YGR193C or YOR253W or YOR025W or YLR195C or YMR069W or YPR140W or YBR081C or YLR360W or YLR439W or YMR019W or YNL326C or YLR099C or YOL141W or YHR051W or YJL071W or YDR148C or YER024W or YBL052C or YLL031C or YJL206C or YDL073W or YMR062C or YCR034W or YOL068C or YML042W or YLR342W or YNL025C or YJR098C or YBR177C or YOR245C or YBR297W or YCR106W or YPL189W or YIL101C or YDL104C or YJL024C or YML002W or YCR048W or YHL003C or YJL196C or YDR303C or YER061C or YDR232W or YOL003C or YER184C or YPL001W or YPR018W or YCL016C or YDR391C or YOR244W or YGR252W or YPL095C or YDR126W or YOL084W or YMR125W or YDL042C or YKL182W or YJL176C or YPL134C or YKL008C or YHR013C or YNL084C or YAL044C or YOR034C or YDL052C or YNL277W or YGR084C or YPL015C or YPR193C or YCR072C or YOR172W or YDR459C or YGR246C or YBL011W or YOR377W
L-methionine,40,rxn2156,L-methionine + N-acetyl-L-gamma-glutamyl phosphate => L-gamma-glutamyl phosphate + N(alpha)-acetyl-L-methionine,YDR138W or YGL084C or YNL071W or YDR264C or YBR042C or YOL089C or YOR175C or YIL160C or YOR162C or YDL044C or YLR246W or YPL248C or YNR019W or YOR269W or YLR372W or YGL162W or YOR221C or YDR018C or YMR266W or YJL117W or YMR042W or YMR306W or YDR451C or YMR191W or YBL074C or YAR035W or YGR032W or YHR159W or YBR289W or YLL002W or YPL028W or YEL066W or YDR191W or YDR062W or YLR033W or YGR015C or YFL017C or YJL218W or YGR177C or YPR139C or YMR127C or YLR418C or YLR239C or YDR071C or YKR038C or YDR501W or YKR067W or YNR008W or YMR296C or YNR063W or YDR235W or YKR099W or YGR110W or YPL231W or YGR193C or YOR253W or YOR025W or YLR195C or YMR069W or YPR140W or YBR081C or YLR360W or YLR439W or YMR019W or YNL326C or YLR099C or YOL141W or YHR051W or YJL071W or YDR148C or YER024W or YBL052C or YLL031C or YJL206C or YDL073W or YMR062C or YCR034W or YOL068C or YML042W or YLR342W or YNL025C or YJR098C or YBR177C or YOR245C or YBR297W or YCR106W or YPL189W or YIL101C or YDL104C or YJL024C or YML002W or YCR048W or YHL003C or YJL196C or YDR303C or YER061C or YDR232W or YOL003C or YER184C or YPL001W or YPR018W or YCL016C or YDR391C or YOR244W or YGR252W or YPL095C or YDR126W or YOL084W or YMR125W or YDL042C or YKL182W or YJL176C or YPL134C or YKL008C or YHR013C or YNL084C or YAL044C or YOR034C or YDL052C or YNL277W or YGR084C or YPL015C or YPR193C or YCR072C or YOR172W or YDR459C or YGR246C or YBL011W or YOR377W
L-methionine,41,rxn2217,2-acetamido-5-oxopentanoate + L-methionine => 4-methylthio-2-oxobutanoate + N(2)-acetyl-L-ornithine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,42,rxn2218,L-allysine + L-methionine => 4-methylthio-2-oxobutanoate + L-lysine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,43,rxn2219,L-methionine + N4-Acetylaminobutanal => 4-methylthio-2-oxobutanoate + N-acetylputrescine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,44,rxn2220,L-glutamic 5-semialdehyde + L-methionine => 4-methylthio-2-oxobutanoate + ornithine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,45,rxn2350,H+ + L-methionine + se-methylselenocysteine => S-methyl-L-methionine + selenocysteine,YBL098W or YNR053C or YCL059C or YHR176W or YOL114C or YLL057C or YBR298C or YDR534C or YLR281C or YDR402C or YDR497C or YBR236C or YCR024C-A or YKL162C or YBR034C or YDL212W or YBR213W or YBR119W or YPL216W or YEL017C-A or YHL036W or YGR002C or YLR285W or YLR172C or YDR435C or YLL062C or YGR027C or YKR069W or YMR160W or YJL125C or YOL103W or YNL092W or YER060W-A or YJL168C or YML110C or YHR034C or YDL201W or YHR209W or YNL063W or YPL092W or YIL064W or YPR186C or YDR105C or YKL088W or YJR073C or YHR109W or YOL141W or YDR410C or YGL050W or YGR006W or YER091C or YKR029C or YPL030W or YER175C or YPR187W or YOL093W or YBR061C or YDR140W or YJR044C or YGR157W or YMR257C or YJR137C or YDR120C or YBL024W or YOL020W or YDR198C or YBR115C or YPL273W or YHR119W or YOR074C or YLR137W or YOL096C or YER056C or YLR333C or YER060W or YDR440W or YGL136C or YOL124C or YBR241C or YPL266W or YOL125W or YGL186C or YHR070W or YDL200C or YJL056C or YML008C or YJL198W or YER090W or YPR006C or YPL207W or YER065C or YER010C or YMR289W or YKL211C or YLL060C or YDL205C or YDR538W or YMR251W or YMR310C or YLR180W or YKL191W or YKR076W or YBR003W or YJR130C or YHR190W or YOR274W or YPR176C or YGR012W or YKL019W or YBR249C or YOR051C or YIR038C or YLR303W or YPL069C or YGR201C or YGR154C or YNL256W or YHR116W or YGL155W or YPL059W or YBR256C or YLL058W or YDL090C or YMR280C or YDR035W or YHR096C or YPR069C or YDR513W or YJL031C or YJL167W or YNL297C or YCL035C or YNR041C or YBR002C or YML082W or YML005W or YMR101C or YIL103W or YLR146C or YDR502C or YHR068W or YOL143C or YDL193W or YPL172C or YGR001C or YML007W or YNL229C or YDR051C or YFR053C or YOL136C or YGR205W or YJR049C or YGR194C or YFL053W or YGL253W or YJL155C or YLR240W or YDR248C or YNL267W or YDR236C or YOR119C or YMR208W or YHL032C or YDR017C or YOR311C or YIL107C or YPL258C or YOR347C or YKL001C or YKL110C or YLR260W or YDR529C or YNL275W or YOL055C or YCL040W or YDR147W or YCR036W or YHR025W or YDR020C or YNR012W or YNL249C or YGR240C or YMR013C or YBR020W or YJL100W or YDR009W or YJR105W or YMR278W or YJL091C or YPL188W or YLR345W or YLL043W or YML070W or YDR072C or YEL029C or YLR133W or YDR531W or YDR315C or YPR121W or YDR109C or YGR262C or YMR205C or YLR446W or YAL038W or YPR184W or YPL214C or YOR171C or YHR155W or YNL129W or YEL041W or YKL004W or YDR516C or YDR196C or YNR027W or YGR121C or YOL102C or YDR173C or YDR208W or YGL009C or YMR323W or YGR254W or YGL040C or YOR391C or YDR234W or YNL335W or YJR024C or YPL262W or YKR009C or YHL018W or YDR533C or YGR155W or YJR016C or YHR140W or YPL280W or YJL097W or YJL200C or YOR202W or YNL036W or YPR002W or YDR222W or YPR170W-B or YGL026C or YKL058W or YPL281C or YOR145C or YPL078C or YJR044C or YLR304C or YHR067W or YHR174W or YNL316C or YCR061W or YOR278W or YFL061W or YMR322C or YKL151C or YOR393W or YMR099C or YNR071C or YBR019C or YJL121C or YGR255C or YDL178W or YCL005W-A or YIR028W or YEL071W or YPR026W or YJL216C or YOR190W or YIL162W or YKR005C or YOL157C or YMR244W or YLR144C or YKL046C or YGR287C or YCR075C or YGR282C or YDR001C or YGL027C or YGL156W or YBR229C or YLR300W or YBR299W or YDR261C or YIL123W or YNL066W or YPR192W or YLR286C or YJR131W or YMR238W or YNR066C or YPR159W or YBR001C or YNR067C or YIL172C or YGR292W or YIL099W or YPR027C or YLR057W or YNR056C or YJR153W or YGR143W or YDR371W or YLR343W or YBR056W or YJL221C or YML007W or YDR536W or YLR174W or YHR183W or YJL214W or YJR096W or YNL241C or YOR100C or YIL074C or YKL029C or YDL066W or YAL060W or YNL037C or YBR159W or YCL018W or YJR159W or YDR368W or YNL318C or YMR041C or YLR100W or YDR387C or YOR246C or YKR009C or YOL126C or YNL009W or YEL069C or YIR035C or YDL022W or YFL011W or YDL114W or YOL156W or YBR149W or YJR139C or YNL274C or YGL001C or YMR011W or YER081W or YMR318C or YLR081W or YGL256W or YAL061W or YOR120W or YDL168W or YOL151W or YDR345C or YML056C or YHR063C or YPL088W or YCR107W or YCR105W or YDL144C or YDR342C or YNR073C or YLR426W or YNL331C or YBR145W or YHR092C or YLR432W or YMR303C or YGR256W or YNR072W or YDR343C or YIL094C or YDL078C or YLR070C or YBR265W or YEL070W or YJL219W or YJR155W or YJR158W or YIR036C or YMR083W or YFL058W or YOR136W or YBR153W or YLR450W or YDL246C or YLR355C or YOL165C or YML075C or YDL243C or YMR226C or YIL124W or YGL077C or YOL059W or YHR216W or YPR127W or YHR094C or YKL071W or YGR215W or YOL086C or YDL245C or YKL085W or YHR104W
L-methionine,46,rxn2351,H+ + L-methionine + selenomethionine => S-methyl-L-methionine + selenohomocysteine,YBL098W or YNR053C or YCL059C or YHR176W or YOL114C or YLL057C or YBR298C or YDR534C or YLR281C or YDR402C or YDR497C or YBR236C or YCR024C-A or YKL162C or YBR034C or YDL212W or YBR213W or YBR119W or YPL216W or YEL017C-A or YHL036W or YGR002C or YLR285W or YLR172C or YDR435C or YLL062C or YGR027C or YKR069W or YMR160W or YJL125C or YOL103W or YNL092W or YER060W-A or YJL168C or YML110C or YHR034C or YDL201W or YHR209W or YNL063W or YPL092W or YIL064W or YPR186C or YDR105C or YKL088W or YJR073C or YHR109W or YOL141W or YDR410C or YGL050W or YGR006W or YER091C or YKR029C or YPL030W or YER175C or YPR187W or YOL093W or YBR061C or YDR140W or YJR044C or YGR157W or YMR257C or YJR137C or YDR120C or YBL024W or YOL020W or YDR198C or YBR115C or YPL273W or YHR119W or YOR074C or YLR137W or YOL096C or YER056C or YLR333C or YER060W or YDR440W or YGL136C or YOL124C or YBR241C or YPL266W or YOL125W or YGL186C or YHR070W or YDL200C or YJL056C or YML008C or YJL198W or YER090W or YPR006C or YPL207W or YER065C or YER010C or YMR289W or YKL211C or YLL060C or YDL205C or YDR538W or YMR251W or YMR310C or YLR180W or YKL191W or YKR076W or YBR003W or YJR130C or YHR190W or YOR274W or YPR176C or YGR012W or YKL019W or YBR249C or YOR051C or YIR038C or YLR303W or YPL069C or YGR201C or YGR154C or YNL256W or YHR116W or YGL155W or YPL059W or YBR256C or YLL058W or YDL090C or YMR280C or YDR035W or YHR096C or YPR069C or YDR513W or YJL031C or YJL167W or YNL297C or YCL035C or YNR041C or YBR002C or YML082W or YML005W or YMR101C or YIL103W or YLR146C or YDR502C or YHR068W or YOL143C or YDL193W or YPL172C or YGR001C or YML007W or YNL229C or YDR051C or YFR053C or YOL136C or YGR205W or YJR049C or YGR194C or YFL053W or YGL253W or YJL155C or YLR240W or YDR248C or YNL267W or YDR236C or YOR119C or YMR208W or YHL032C or YDR017C or YOR311C or YIL107C or YPL258C or YOR347C or YKL001C or YKL110C or YLR260W or YDR529C or YNL275W or YOL055C or YCL040W or YDR147W or YCR036W or YHR025W or YDR020C or YNR012W or YNL249C or YGR240C or YMR013C or YBR020W or YJL100W or YDR009W or YJR105W or YMR278W or YJL091C or YPL188W or YLR345W or YLL043W or YML070W or YDR072C or YEL029C or YLR133W or YDR531W or YDR315C or YPR121W or YDR109C or YGR262C or YMR205C or YLR446W or YAL038W or YPR184W or YPL214C or YOR171C or YHR155W or YNL129W or YEL041W or YKL004W or YDR516C or YDR196C or YNR027W or YGR121C or YOL102C or YDR173C or YDR208W or YGL009C or YMR323W or YGR254W or YGL040C or YOR391C or YDR234W or YNL335W or YJR024C or YPL262W or YKR009C or YHL018W or YDR533C or YGR155W or YJR016C or YHR140W or YPL280W or YJL097W or YJL200C or YOR202W or YNL036W or YPR002W or YDR222W or YPR170W-B or YGL026C or YKL058W or YPL281C or YOR145C or YPL078C or YJR044C or YLR304C or YHR067W or YHR174W or YNL316C or YCR061W or YOR278W or YFL061W or YMR322C or YKL151C or YOR393W or YMR099C or YNR071C or YBR019C or YJL121C or YGR255C or YDL178W or YCL005W-A or YIR028W or YEL071W or YPR026W or YJL216C or YOR190W or YIL162W or YKR005C or YOL157C or YMR244W or YLR144C or YKL046C or YGR287C or YCR075C or YGR282C or YDR001C or YGL027C or YGL156W or YBR229C or YLR300W or YBR299W or YDR261C or YIL123W or YNL066W or YPR192W or YLR286C or YJR131W or YMR238W or YNR066C or YPR159W or YBR001C or YNR067C or YIL172C or YGR292W or YIL099W or YPR027C or YLR057W or YNR056C or YJR153W or YGR143W or YDR371W or YLR343W or YBR056W or YJL221C or YML007W or YDR536W or YLR174W or YHR183W or YJL214W or YJR096W or YNL241C or YOR100C or YIL074C or YKL029C or YDL066W or YAL060W or YNL037C or YBR159W or YCL018W or YJR159W or YDR368W or YNL318C or YMR041C or YLR100W or YDR387C or YOR246C or YKR009C or YOL126C or YNL009W or YEL069C or YIR035C or YDL022W or YFL011W or YDL114W or YOL156W or YBR149W or YJR139C or YNL274C or YGL001C or YMR011W or YER081W or YMR318C or YLR081W or YGL256W or YAL061W or YOR120W or YDL168W or YOL151W or YDR345C or YML056C or YHR063C or YPL088W or YCR107W or YCR105W or YDL144C or YDR342C or YNR073C or YLR426W or YNL331C or YBR145W or YHR092C or YLR432W or YMR303C or YGR256W or YNR072W or YDR343C or YIL094C or YDL078C or YLR070C or YBR265W or YEL070W or YJL219W or YJR155W or YJR158W or YIR036C or YMR083W or YFL058W or YOR136W or YBR153W or YLR450W or YDL246C or YLR355C or YOL165C or YML075C or YDL243C or YMR226C or YIL124W or YGL077C or YOL059W or YHR216W or YPR127W or YHR094C or YKL071W or YGR215W or YOL086C or YDL245C or YKL085W or YHR104W
L-methionine,47,rxn2449,"L-methionine + 4-(2-aminophenyl)-2,4-dioxobutanoate => 4-methylthio-2-oxobutanoate + L-kynurenine",YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,48,rxn2450,L-methionine + oxaloacetate => 4-methylthio-2-oxobutanoate + L-aspartate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,49,rxn2538,L-methionine + 3-oxopropanoate => 4-methylthio-2-oxobutanoate + beta-alanine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,50,rxn2551,L-methionine + (S)-Methylmalonate semialdehyde => 4-methylthio-2-oxobutanoate + 3-aminoisobutyrate,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,51,rxn2837,L-methionine + 2-Oxoglutaramate => 4-methylthio-2-oxobutanoate + L-glutamine,YHR208W or YLR438W or YIL087C or YER152C or YDR111C or YJR148W or YNR033W or YIL116W or YGR243W or YHR137W or YMR084W or YNR058W or YMR085W or YKL104C or YER137C or YHR162W or YOL140W or YGL202W or YKL106W or YFL030W or YLR089C or YLR201C or YLR027C or YJL060W or YOR184W or YGR019W or YLR333C or YDR204W
L-methionine,52,rxn3011,H2O + L-methionine + oxygen => hydrogen peroxide + L-methionine (S)-S-oxide,YGR029W or YPR037C or YMR194C-B or YFR033C
L-methionine,53,rxn3173,H2O + L-methionine + oxygen => 4-methylthio-2-oxobutanoate + ammonium + hydrogen peroxide,YBR035C or YFR033C
