Product name,Predicted reaction number,Predicted reaction Yeast-MetaTwin ID,Predicted reaction,Predicted genes of reaction
Glycerol,1,rxn289,glycerol => (S)-lactaldehyde + H2O,YGL009C or YMR323W or YGR254W or YGL040C or YOR391C or YDR234W or YNL335W or YJR024C or YPL262W or YKR009C or YHL018W or YDR533C or YGR155W or YJR016C or YHR140W or YPL280W or YJL097W or YJL200C or YOR202W or YNL036W or YPR002W or YDR222W or YPR170W-B or YGL026C or YKL058W or YPL281C or YOR145C or YPL078C or YJR044C or YLR304C or YHR067W or YHR174W or YNL316C or YCR061W or YOR278W or YFL061W or YMR322C or YKL151C or YOR393W
Glycerol,2,rxn537,1D-myo-inositol 1-phosphate + glycerol + H+ => 1-(sn-glycero-3-phospho)-1D-myo-inositol + H2O,YLR097C or YJL198W or YHR058C or YER119C or YBR119W or YGR247W or YPR083W or YNR013C or YLR310C or YFL054C or YBR039W or YAL017W or YEL013W or YOR360C or YER019W or YHR151C or YEL016C or YKR031C or YJR001W or YOR336W or YPL206C or YOL041C or YHR026W or YKR019C or YCR037C or YMR319C or YAL024C or YGL248W or YDR006C or YOR270C or YNL101W or YPL268W or YNL321W or YOR227W or YMR218C or YBL089W or YML037C or YMR054W or YKL146W or YDL110C or YPL152W or YJL129C or YBR207W or YGR197C
Glycerol,3,rxn2017,glycerol + H+ + O-phosphonatooxy-D-serine(2-) => H2O + sn-glycero-3-phosphoserine,YLR097C or YJL198W or YHR058C or YER119C or YBR119W or YGR247W or YPR083W or YNR013C or YLR310C or YFL054C or YBR039W or YAL017W or YEL013W or YOR360C or YER019W or YHR151C or YEL016C or YKR031C or YJR001W or YOR336W or YPL206C or YOL041C or YHR026W or YKR019C or YCR037C or YMR319C or YAL024C or YGL248W or YDR006C or YOR270C or YNL101W or YPL268W or YNL321W or YOR227W or YMR218C or YBL089W or YML037C or YMR054W or YKL146W or YDL110C or YPL152W or YJL129C or YBR207W or YGR197C
Glycerol,4,rxn2018,glycerol + H+ + O-phosphoethanolamine => H2O + sn-glycero-3-phosphoethanolamine,YLR097C or YJL198W or YHR058C or YER119C or YBR119W or YGR247W or YPR083W or YNR013C or YLR310C or YFL054C or YBR039W or YAL017W or YEL013W or YOR360C or YER019W or YHR151C or YEL016C or YKR031C or YJR001W or YOR336W or YPL206C or YOL041C or YHR026W or YKR019C or YCR037C or YMR319C or YAL024C or YGL248W or YDR006C or YOR270C or YNL101W or YPL268W or YNL321W or YOR227W or YMR218C or YBL089W or YML037C or YMR054W or YKL146W or YDL110C or YPL152W or YJL129C or YBR207W or YGR197C
Glycerol,5,rxn2695,alpha-D-glucosamine 6-phosphate + glycerol => glycerol 3-phosphate + D-Glucosamine,YDR051C or YFR053C or YOL136C or YGR205W or YJR049C or YGR194C or YFL053W or YGL253W or YJL155C or YLR240W or YDR248C or YNL267W or YDR236C or YOR119C or YMR208W or YHL032C or YDR017C or YOR311C or YIL107C or YPL258C or YOR347C or YKL001C or YKL110C or YLR260W or YDR529C or YNL275W or YOL055C or YCL040W or YDR147W or YCR036W or YHR025W or YDR020C or YNR012W or YNL249C or YGR240C or YMR013C or YBR020W or YJL100W or YDR009W or YJR105W or YMR278W or YJL091C or YPL188W or YLR345W or YLL043W or YML070W or YDR072C or YEL029C or YLR133W or YDR531W or YDR315C or YPR121W or YDR109C or YGR262C or YMR205C or YLR446W or YAL038W or YPR184W or YPL214C or YOR171C or YHR155W or YNL129W or YEL041W or YKL004W or YDR516C or YDR196C or YNR027W or YGR121C or YOL102C or YDR173C or YDR208W
Glycerol,6,rxn2696,alpha-D-glucosamine 1-phosphate + glycerol => glycerol 3-phosphate + D-Glucosamine,YDR051C or YFR053C or YOL136C or YGR205W or YJR049C or YGR194C or YFL053W or YGL253W or YJL155C or YLR240W or YDR248C or YNL267W or YDR236C or YOR119C or YMR208W or YHL032C or YDR017C or YOR311C or YIL107C or YPL258C or YOR347C or YKL001C or YKL110C or YLR260W or YDR529C or YNL275W or YOL055C or YCL040W or YDR147W or YCR036W or YHR025W or YDR020C or YNR012W or YNL249C or YGR240C or YMR013C or YBR020W or YJL100W or YDR009W or YJR105W or YMR278W or YJL091C or YPL188W or YLR345W or YLL043W or YML070W or YDR072C or YEL029C or YLR133W or YDR531W or YDR315C or YPR121W or YDR109C or YGR262C or YMR205C or YLR446W or YAL038W or YPR184W or YPL214C or YOR171C or YHR155W or YNL129W or YEL041W or YKL004W or YDR516C or YDR196C or YNR027W or YGR121C or YOL102C or YDR173C or YDR208W
Glycerol,7,rxn2697,alpha-D-glucosamine 6-phosphate + glycerol => D-Glucosamine + glycerol 2-phosphate(2-),YDR051C or YFR053C or YOL136C or YGR205W or YJR049C or YGR194C or YFL053W or YGL253W or YJL155C or YLR240W or YDR248C or YNL267W or YDR236C or YOR119C or YMR208W or YHL032C or YDR017C or YOR311C or YIL107C or YPL258C or YOR347C or YKL001C or YKL110C or YLR260W or YDR529C or YNL275W or YOL055C or YCL040W or YDR147W or YCR036W or YHR025W or YDR020C or YNR012W or YNL249C or YGR240C or YMR013C or YBR020W or YJL100W or YDR009W or YJR105W or YMR278W or YJL091C or YPL188W or YLR345W or YLL043W or YML070W or YDR072C or YEL029C or YLR133W or YDR531W or YDR315C or YPR121W or YDR109C or YGR262C or YMR205C or YLR446W or YAL038W or YPR184W or YPL214C or YOR171C or YHR155W or YNL129W or YEL041W or YKL004W or YDR516C or YDR196C or YNR027W or YGR121C or YOL102C or YDR173C or YDR208W
Glycerol,8,rxn2698,alpha-D-glucosamine 1-phosphate + glycerol => D-Glucosamine + glycerol 2-phosphate(2-),YDR051C or YFR053C or YOL136C or YGR205W or YJR049C or YGR194C or YFL053W or YGL253W or YJL155C or YLR240W or YDR248C or YNL267W or YDR236C or YOR119C or YMR208W or YHL032C or YDR017C or YOR311C or YIL107C or YPL258C or YOR347C or YKL001C or YKL110C or YLR260W or YDR529C or YNL275W or YOL055C or YCL040W or YDR147W or YCR036W or YHR025W or YDR020C or YNR012W or YNL249C or YGR240C or YMR013C or YBR020W or YJL100W or YDR009W or YJR105W or YMR278W or YJL091C or YPL188W or YLR345W or YLL043W or YML070W or YDR072C or YEL029C or YLR133W or YDR531W or YDR315C or YPR121W or YDR109C or YGR262C or YMR205C or YLR446W or YAL038W or YPR184W or YPL214C or YOR171C or YHR155W or YNL129W or YEL041W or YKL004W or YDR516C or YDR196C or YNR027W or YGR121C or YOL102C or YDR173C or YDR208W
Glycerol,9,rxn2723,glycerol + beta-D-Fructose 6-phosphate => glycerol 3-phosphate + beta-D-Fructose,YDR051C or YFR053C or YOL136C or YGR205W or YJR049C or YGR194C or YFL053W or YGL253W or YJL155C or YLR240W or YDR248C or YNL267W or YDR236C or YOR119C or YMR208W or YHL032C or YDR017C or YOR311C or YIL107C or YPL258C or YOR347C or YKL001C or YKL110C or YLR260W or YDR529C or YNL275W or YOL055C or YCL040W or YDR147W or YCR036W or YHR025W or YDR020C or YNR012W or YNL249C or YGR240C or YMR013C or YBR020W or YJL100W or YDR009W or YJR105W or YMR278W or YJL091C or YPL188W or YLR345W or YLL043W or YML070W or YDR072C or YEL029C or YLR133W or YDR531W or YDR315C or YPR121W or YDR109C or YGR262C or YMR205C or YLR446W or YAL038W or YPR184W or YPL214C or YOR171C or YHR155W or YNL129W or YEL041W or YKL004W or YDR516C or YDR196C or YNR027W or YGR121C or YOL102C or YDR173C or YDR208W
Glycerol,10,rxn2724,glycerol + d-fructofuranose 2-phosphate => glycerol 3-phosphate + beta-D-Fructose,YDR051C or YFR053C or YOL136C or YGR205W or YJR049C or YGR194C or YFL053W or YGL253W or YJL155C or YLR240W or YDR248C or YNL267W or YDR236C or YOR119C or YMR208W or YHL032C or YDR017C or YOR311C or YIL107C or YPL258C or YOR347C or YKL001C or YKL110C or YLR260W or YDR529C or YNL275W or YOL055C or YCL040W or YDR147W or YCR036W or YHR025W or YDR020C or YNR012W or YNL249C or YGR240C or YMR013C or YBR020W or YJL100W or YDR009W or YJR105W or YMR278W or YJL091C or YPL188W or YLR345W or YLL043W or YML070W or YDR072C or YEL029C or YLR133W or YDR531W or YDR315C or YPR121W or YDR109C or YGR262C or YMR205C or YLR446W or YAL038W or YPR184W or YPL214C or YOR171C or YHR155W or YNL129W or YEL041W or YKL004W or YDR516C or YDR196C or YNR027W or YGR121C or YOL102C or YDR173C or YDR208W
