Product name,Predicted reaction number,Predicted reaction Yeast-MetaTwin ID,Predicted reaction,Predicted genes of reaction
L-homoserine,1,rxn1773,2-oxoglutarate + L-homoserine + oxygen => 4-hydroxy-L-threonine + carbon dioxide + succinate,YLL057C or YER051W or YKL195W
L-homoserine,2,rxn1776,L-homoserine + oxaloacetate + oxygen => 4-hydroxy-L-threonine + carbon dioxide + malonate,YLL057C or YER051W or YKL195W
L-homoserine,3,rxn1779,4-hydroxy-2-oxoglutarate + L-homoserine + oxygen => (S)-malate + 4-hydroxy-L-threonine + carbon dioxide,YLL057C or YER051W or YKL195W
L-homoserine,4,rxn1782,2-oxobutanoate + L-homoserine + oxygen => 4-hydroxy-L-threonine + carbon dioxide + propionate,YLL057C or YER051W or YKL195W
L-homoserine,5,rxn2280,L-homoserine => 2-oxobutanoate + ammonium,YML004C or YJL003W or YHR112C or YAL012W or YAL039C or YPL098C or YGL184C or YFR055W or YKL087C or YNR018W
L-homoserine,6,rxn2319,ATP + L-homoserine + succinate => AMP + diphosphate + O-succinyl-L-homoserine,YOR241W or YAR015W or YJL101C or YOL049W or YIL145C or YIL083C or YKL132C or YMR113W
L-homoserine,7,rxn2343,H+ + L-homoserine + succinyl-CoA => coenzyme A + O-succinyl-L-homoserine,YDR138W or YGL084C or YNL071W or YDR264C or YBR042C or YOL089C or YOR175C or YIL160C or YOR162C or YDL044C or YLR246W or YPL248C or YNR019W or YOR269W or YLR372W or YGL162W or YOR221C or YDR018C or YMR266W or YJL117W or YMR042W or YMR306W or YDR451C or YMR191W or YBL074C or YAR035W or YGR032W or YHR159W or YBR289W or YLL002W or YPL028W or YEL066W or YDR191W or YDR062W or YLR033W or YGR015C or YFL017C or YJL218W or YGR177C or YPR139C or YMR127C or YLR418C or YLR239C or YDR071C or YKR038C or YDR501W or YKR067W or YNR008W or YMR296C or YNR063W or YDR235W or YKR099W or YGR110W or YPL231W or YGR193C or YOR253W or YOR025W or YLR195C or YMR069W or YPR140W or YBR081C or YLR360W or YLR439W or YMR019W or YNL326C or YLR099C or YOL141W or YHR051W or YJL071W or YDR148C or YER024W or YBL052C or YLL031C or YJL206C or YDL073W or YMR062C or YCR034W or YOL068C or YML042W or YLR342W or YNL025C or YJR098C or YBR177C or YOR245C or YBR297W or YCR106W or YPL189W or YIL101C or YDL104C or YJL024C or YML002W or YCR048W or YHL003C or YJL196C or YDR303C or YER061C or YDR232W or YOL003C or YER184C or YPL001W or YPR018W or YCL016C or YDR391C or YOR244W or YGR252W or YPL095C or YDR126W or YOL084W or YMR125W or YDL042C or YKL182W or YJL176C or YPL134C or YKL008C or YHR013C or YNL084C or YAL044C or YOR034C or YDL052C or YNL277W or YGR084C or YPL015C or YPR193C or YCR072C or YOR172W or YDR459C or YGR246C or YBL011W or YOR377W
