Product name,Predicted reaction ID,Predicted reaction,IgnoreMet,Predicted genes of reaction
p-Coumaric acid,1,O=C(O)C=Cc1ccc(O)cc1.O=O>>O.O=C(O)C=Cc1ccc(O)c(O)c1,H(+) + NADPH>>NADP(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
p-Coumaric acid,2,O=C(O)C=Cc1ccc(O)cc1.O=O>>O.O=C(O)C=Cc1ccc(O)cc1O,H(+) + NADPH>>NADP(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
p-Coumaric acid,3,O=C(O)C=Cc1ccc(O)cc1.O=P([O-])([O-])O>>O.O=C(O)C=Cc1ccc(OP(=O)([O-])[O-])cc1,>>,"['YDR063W', 'YDR051C', 'YKR053C', 'YIL002C', 'YBR022W', 'YFR028C', 'YLR019W', 'YPR042C', 'YIL113W', 'YJL134W', 'YDL236W', 'YNR032W', 'YNL222W', 'YLL010C', 'YKL128C', 'YER075C', 'YLR433C', 'YAR071W', 'YGR208W', 'YJL155C', 'YBR242W', 'YOR131C', 'YML118W', 'YKR091W', 'YJR110W', 'YOL064C', 'YOR283W', 'YNL010W', 'YJL010C', 'YDR503C', 'YOR098C', 'YIR026C', 'YEL038W', 'YLR377C', 'YDR287W', 'YBR125C', 'YDL006W', 'YNL144C', 'YIL053W', 'YDR481C', 'YMR277W', 'YDL188C', 'YBL056W', 'YBR093C', 'YGR222W', 'YOL065C', 'YNL325C', 'YNL032W', 'YMR165C', 'YOR208W', 'YHR044C', 'YDL047W', 'YKL212W', 'YHR215W', 'YER089C', 'YNL056W', 'YER133W', 'YNL074C', 'YOR155C', 'YER088C', 'YPR073C', 'YGL178W', 'YHR004C', 'YER037W', 'YFR025C', 'YGL224C', 'YDR075W', 'YHR043C', 'YCL051W', 'YPL179W', 'YLR345W', 'YDR284C', 'YHR076W', 'YNL053W', 'YCR079W', 'YER139C', 'YOR316C', 'YIL023C', 'YMR257C', 'YNL054W', 'YHR100C', 'YER062C', 'YDL230W', 'YMR087W', 'YBL046W', 'YMR086W', 'YBR276C', 'YOR090C', 'YML057W', 'YOR109W', 'YGL071W', 'YMR036C', 'YGR123C', 'YGL101W', 'YNL253W', 'YMR243C', 'YKL109W', 'YML016C', 'YHR046C', 'YDR436W', 'YNL106C', 'YDL134C', 'YOR342C', 'YBR092C', 'YKR043C', 'YDL024C', 'YDR063W', 'YDR051C', 'YKR053C', 'YIL002C', 'YBR022W', 'YFR028C', 'YLR019W', 'YPR042C', 'YIL113W', 'YJL134W', 'YDL236W', 'YNR032W', 'YNL222W', 'YLL010C', 'YKL128C', 'YER075C', 'YLR433C', 'YAR071W', 'YGR208W', 'YJL155C', 'YBR242W', 'YOR131C', 'YML118W', 'YKR091W', 'YJR110W', 'YOL064C', 'YOR283W', 'YNL010W', 'YJL010C', 'YDR503C', 'YOR098C', 'YIR026C', 'YEL038W', 'YLR377C', 'YDR287W', 'YBR125C', 'YDL006W', 'YNL144C', 'YIL053W', 'YDR481C', 'YMR277W', 'YDL188C', 'YBL056W', 'YBR093C', 'YGR222W', 'YOL065C', 'YNL325C', 'YNL032W', 'YMR165C', 'YOR208W', 'YHR044C', 'YDL047W', 'YKL212W', 'YHR215W', 'YER089C', 'YNL056W', 'YER133W', 'YNL074C', 'YOR155C', 'YER088C', 'YPR073C', 'YGL178W', 'YHR004C', 'YER037W', 'YFR025C', 'YGL224C', 'YDR075W', 'YHR043C', 'YCL051W', 'YPL179W', 'YLR345W', 'YDR284C', 'YHR076W', 'YNL053W', 'YCR079W', 'YER139C', 'YOR316C', 'YIL023C', 'YMR257C', 'YNL054W', 'YHR100C', 'YER062C', 'YDL230W', 'YMR087W', 'YBL046W', 'YMR086W', 'YBR276C', 'YOR090C', 'YML057W', 'YOR109W', 'YGL071W', 'YMR036C', 'YGR123C', 'YGL101W', 'YNL253W', 'YMR243C', 'YKL109W', 'YML016C', 'YHR046C', 'YDR436W', 'YNL106C', 'YDL134C', 'YOR342C', 'YBR092C', 'YKR043C', 'YDL024C', 'YDR063W', 'YDR051C', 'YKR053C', 'YIL002C', 'YBR022W', 'YFR028C', 'YLR019W', 'YPR042C', 'YIL113W', 'YJL134W', 'YDL236W', 'YNR032W', 'YNL222W', 'YLL010C', 'YKL128C', 'YER075C', 'YLR433C', 'YAR071W', 'YGR208W', 'YJL155C', 'YBR242W', 'YOR131C', 'YML118W', 'YKR091W', 'YJR110W', 'YOL064C', 'YOR283W', 'YNL010W', 'YJL010C', 'YDR503C', 'YOR098C', 'YIR026C', 'YEL038W', 'YLR377C', 'YDR287W', 'YBR125C', 'YDL006W', 'YNL144C', 'YIL053W', 'YDR481C', 'YMR277W', 'YDL188C', 'YBL056W', 'YBR093C', 'YGR222W', 'YOL065C', 'YNL325C', 'YNL032W', 'YMR165C', 'YOR208W', 'YHR044C', 'YDL047W', 'YKL212W', 'YHR215W', 'YER089C', 'YNL056W', 'YER133W', 'YNL074C', 'YOR155C', 'YER088C', 'YPR073C', 'YGL178W', 'YHR004C', 'YER037W', 'YFR025C', 'YGL224C', 'YDR075W', 'YHR043C', 'YCL051W', 'YPL179W', 'YLR345W', 'YDR284C', 'YHR076W', 'YNL053W', 'YCR079W', 'YER139C', 'YOR316C', 'YIL023C', 'YMR257C', 'YNL054W', 'YHR100C', 'YER062C', 'YDL230W', 'YMR087W', 'YBL046W', 'YMR086W', 'YBR276C', 'YOR090C', 'YML057W', 'YOR109W', 'YGL071W', 'YMR036C', 'YGR123C', 'YGL101W', 'YNL253W', 'YMR243C', 'YKL109W', 'YML016C', 'YHR046C', 'YDR436W', 'YNL106C', 'YDL134C', 'YOR342C', 'YBR092C', 'YKR043C', 'YDL024C']"
p-Coumaric acid,4,O=C(O)C=Cc1ccc(O)cc1.O=O>>O.O=C(O)C=Cc1cc(O)ccc1O,NADH + H(+)>>NAD(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
p-Coumaric acid,5,O=C(O)C=Cc1ccc(O)cc1.[H]O[H]>>O=C(O)C=Cc1cC[C@H](O)CC1=O,>>,"['YGL009C', 'YMR323W', 'YGR254W', 'YGL040C', 'YOR391C', 'YDR234W', 'YNL335W', 'YJR024C', 'YPL262W', 'YKR009C', 'YHL018W', 'YDR533C', 'YGR155W', 'YJR016C', 'YHR140W', 'YPL280W', 'YJL097W', 'YJL200C', 'YOR202W', 'YNL036W', 'YPR002W', 'YDR222W', 'YPR170W-B', 'YGL026C', 'YKL058W', 'YPL281C', 'YOR145C', 'YPL078C', 'YJR044C', 'YLR304C', 'YHR067W', 'YHR174W', 'YNL316C', 'YCR061W', 'YOR278W', 'YFL061W', 'YMR322C', 'YKL151C', 'YOR393W']"
p-Coumaric acid,6,O=C(O)C=Cc1ccc(O)cc1.O=O.O=O>>O.O.O=C(O)C=Cc1cc(O)c(O)c(O)c1,2.0 H(+) + 2.0 NADPH>>2.0 NADP(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
p-Coumaric acid,7,O=C(O)C=Cc1ccc(O)cc1.O=O.O=O>>O.O.O=C(O)C=Cc1c(O)cc(O)cc1O,2.0 H(+) + 2.0 NADPH>>2.0 NADP(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
p-Coumaric acid,8,O=C(O)C=Cc1ccc(O)cc1.O=O.[Br-]>>O.O.O=C(O)C=Cc1ccc(O)cc1Br,2.0 H(+) + NADPH>>NADP(+),"['YMR015C', 'YGL055W', 'YDR297W', 'YLR056W']"
p-Coumaric acid,9,O=C(O)C=Cc1ccc(O)cc1.O=O.[Br-]>>O.O.O=C(O)C=Cc1ccc(O)c(Br)c1,2.0 H(+) + NADPH>>NADP(+),"['YMR015C', 'YGL055W', 'YDR297W', 'YLR056W']"
p-Coumaric acid,10,O=C(O)C=Cc1ccc(O)cc1>>O=C([O-])C=Cc1ccc(O)cc1,>>H(+),"['YNL064C', 'YGR159C', 'YDR155C', 'YKL016C', 'YLR449W', 'YLR090W', 'YCR093W', 'YJR017C', 'YAL034W-A', 'YJR032W', 'YDR304C', 'YCR069W', 'YOL114C', 'YLR216C', 'YNL135C', 'YNL204C', 'YDR519W', 'YOR232W', 'YNR028W', 'YOR332W', 'YCR059C', 'YPL217C', 'YOR287C', 'YML074C', 'YHR057C', 'YGR103W', 'YKL195W', 'YGL137W', 'YER093C-A', 'YFL023W', 'YML078W', 'YKR020W', 'YJL080C', 'YNL077W', 'YDR161W']"
