Product name,Predicted reaction ID,Predicted reaction,IgnoreMet,Predicted genes of reaction
Catechin,1,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2>>O=C1C[C@@H](O)Cc2c1CC(O)C(c1ccc(O)c(O)c1)O2,H(+) + NADPH>>NADP(+),"['YDR536W', 'YLR174W', 'YHR183W', 'YJL214W', 'YJR096W', 'YNL241C', 'YOR100C', 'YIL074C', 'YKL029C', 'YDL066W', 'YAL060W', 'YNL037C', 'YBR159W', 'YCL018W', 'YJR159W', 'YDR368W', 'YNL318C', 'YMR041C', 'YLR100W', 'YDR387C', 'YOR246C', 'YKR009C', 'YOL126C', 'YNL009W', 'YEL069C', 'YIR035C', 'YDL022W', 'YFL011W', 'YDL114W', 'YOL156W', 'YBR149W', 'YJR139C', 'YNL274C', 'YGL001C', 'YMR011W', 'YER081W', 'YMR318C', 'YLR081W', 'YGL256W', 'YAL061W', 'YOR120W', 'YDL168W', 'YOL151W', 'YDR345C', 'YML056C', 'YHR063C', 'YPL088W', 'YCR107W', 'YCR105W', 'YDL144C', 'YDR342C', 'YNR073C', 'YLR426W', 'YNL331C', 'YBR145W', 'YHR092C', 'YLR432W', 'YMR303C', 'YGR256W', 'YNR072W', 'YDR343C', 'YIL094C', 'YDL078C', 'YLR070C', 'YBR265W', 'YEL070W', 'YJL219W', 'YJR155W', 'YJR158W', 'YIR036C', 'YMR083W', 'YFL058W', 'YOR136W', 'YBR153W', 'YLR450W', 'YDL246C', 'YLR355C', 'YOL165C', 'YML075C', 'YDL243C', 'YMR226C', 'YIL124W', 'YGL077C', 'YOL059W', 'YHR216W', 'YPR127W', 'YHR094C', 'YKL071W', 'YGR215W', 'YOL086C', 'YDL245C', 'YKL085W', 'YHR104W']"
Catechin,2,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2.O=O>>O.Oc1ccc(C2Oc3cc(O)c(O)c(O)c3CC2O)cc1O,NADH + H(+)>>NAD(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
Catechin,3,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2.O=O>>O.Oc1ccc(C2Oc3c(O)c(O)cc(O)c3CC2O)cc1O,NADH + H(+)>>NAD(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
Catechin,4,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2.O=O>>O.Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1O)C(O)C2,NADH + H(+)>>NAD(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
Catechin,5,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2.O=O>>O.Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2,NADH + H(+)>>NAD(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
Catechin,6,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2>>Oc1cc(O)c2c(c1)OC(c1c[C@@H](O)[C@@H](O)C=C1)C(O)C2,NADH + H(+)>>NAD(+),"['YGL080W', 'YBR213W', 'YDL015C', 'YJR051W', 'YKR069W', 'YBR166C', 'YIL049W', 'YLR405W', 'YNR015W', 'YGL012W', 'YHR179W', 'YML080W', 'YNL280C', 'YBR026C', 'YLR401C', 'YHR094C', 'YEL047C', 'YNL202W']"
Catechin,7,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2.O=O>>O=C(O)/C=C/c(cC(=O)O)C1Oc2cc(O)cc(O)c2CC1O,>>,"['YMR009W', 'YJR078W', 'YJR025C']"
Catechin,8,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2.O=O>>O.Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)cc1O)C(O)C2,NADH + H(+)>>NAD(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C', 'YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
Catechin,9,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2.O=O>>O.O=C1C=C([O-])C(=O)c2c1CC(O)C(c1ccc(O)c(O)c1)O2,>>H(+),"['YJR149W', 'YIL173W', 'YJL222W']"
Catechin,10,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2.O=O>>O.Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)[C@H]2O,H(+) + NADPH>>NADP(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
