Product name,Predicted reaction ID,Predicted reaction,IgnoreMet,Predicted genes of reaction
Arachidonate,1,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O>>CCCCCC=CCC=CCC=CCC=CCCCC=O.O,NADH + H(+)>>NAD(+),"['YBR006W', 'YPL061W', 'YJR009C', 'YHR037W', 'YER073W', 'YDR158W', 'YMR169C', 'YGR192C', 'YPL098C', 'YMR110C', 'YMR170C', 'YOR374W', 'YOR323C', 'YJL052W']"
Arachidonate,2,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.O=O>>CC(O)CCCC=CCC=CCC=CCC=CCCCC(=O)O.O,H(+) + NADPH>>NADP(+),"['YCL001W', 'YHR007C', 'YAL064W', 'YGR175C', 'YJL151C', 'YCL001W', 'YHR007C', 'YAL064W', 'YGR175C', 'YJL151C']"
Arachidonate,3,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.O=O>>O.O=C(O)CCCC=CCC=CCC=CCC=CCCCCCO,H(+) + NADPH>>NADP(+),"['YCL001W', 'YHR007C', 'YAL064W', 'YGR175C', 'YJL151C', 'YCL001W', 'YHR007C', 'YAL064W', 'YGR175C', 'YJL151C']"
Arachidonate,4,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.O=O>>CCCCCC=CCC=CCC=CCC=CCC(O)CC(=O)O.O,H(+) + NADPH>>NADP(+),"['YCL001W', 'YHR007C', 'YAL064W', 'YGR175C', 'YJL151C', 'YCL001W', 'YHR007C', 'YAL064W', 'YGR175C', 'YJL151C']"
Arachidonate,5,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.O=O>>CCCCCC=CCC=C[C@H](O)C=CCC=CCCCC(=O)O.O,H(+) + NADPH>>NADP(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
Arachidonate,6,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.O=O>>CCCCCC=C[C@H](O)C=CCC=CCC=CCCCC(=O)O.O,H(+) + NADPH>>NADP(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
Arachidonate,7,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.O=O>>CCCCCC=CCC=CCC=CCC=CCC[C@H](O)C(=O)O.O,H(+) + NADPH>>NADP(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
Arachidonate,8,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.O=O>>CCCCCC=CCC=CCC=C[C@H](O)C=CCCCC(=O)O.O,H(+) + NADPH>>NADP(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
Arachidonate,9,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.O=O>>CCC[C@@H](O)CC=CCC=CCC=CCC=CCCCC(=O)O.O,H(+) + NADPH>>NADP(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
Arachidonate,10,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.O=O>>CCCCCC=CCC=CCC=CCC=C[C@@H](O)CCC(=O)O.O,H(+) + NADPH>>NADP(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
Arachidonate,11,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.O=O>>CCCC[C@H](O)C=CCC=CCC=CCC=CCCCC(=O)O.O,H(+) + NADPH>>NADP(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
Arachidonate,12,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.O=O>>CC[C@H](O)CCC=CCC=CCC=CCC=CCCCC(=O)O.O,H(+) + NADPH>>NADP(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C']"
Arachidonate,13,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.O=O>>CCCCC/C=C\C=C\[C@H](CC=CCC=CCCCC(=O)O)OO,>>,"['YMR009W', 'YJR078W', 'YJR025C']"
Arachidonate,14,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.O=O>>CCCCCC=CCC=CC[C@@H](/C=C/C=C\CCCC(=O)O)OO,>>,"['YMR009W', 'YJR078W', 'YJR025C']"
Arachidonate,15,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.O=O>>CCCCCC=CCC=CC/C=C\C=C\[C@H](CCCC(=O)O)OO,>>,"['YMR009W', 'YJR078W', 'YJR025C']"
Arachidonate,16,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.O=O>>CCCCCC=CC[C@@H](/C=C/C=C\CC=CCCCC(=O)O)OO,>>,"['YMR009W', 'YJR078W', 'YJR025C']"
Arachidonate,17,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.O=O>>CCCCCC=CC/C=C\C=C\[C@H](CC=CCCCC(=O)O)OO,>>,"['YMR009W', 'YJR078W', 'YJR025C']"
