Product name,Predicted reaction ID,Predicted reaction,IgnoreMet,Predicted genes of reaction
Tyrosol,1,OCCc1ccc(O)cc1.O=O>>O.OCCc1ccc(O)c(O)c1,NADH + H(+)>>NAD(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C', 'YGR060W', 'YMR272C', 'YAL067C']"
Tyrosol,2,OCCc1ccc(O)cc1.O=O>>O.OCCc1ccc(O)cc1O,NADH + H(+)>>NAD(+),"['YBL098W', 'YNR053C', 'YCL059C', 'YHR176W', 'YOL114C', 'YLL057C', 'YBR298C', 'YDR534C', 'YLR281C', 'YDR402C', 'YGR060W', 'YMR272C', 'YAL067C']"
