smile,score,sim_smile,inchikey0
Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1,1,,IERHLVCPSMICTF
OCC1OC(O)C(O)C(O)C1O,1,,WQZGKKKJIJFFOK
CCCCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,HIVSMYZAMUNFKZ
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C=O)C1CC3,1,,ZLQSSFNCEUGGJF
NC(=O)Cc1c[nH]c2ccccc12,1,,ZOAMBXDOGPRZLP
CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,LURKIRCDEFGGLO
Nc1nc2c(c(=O)[nH]1)N=C(C(O)C(O)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)CN2,1,,DGGUVLXVLHAAGT
O=C1OC(CO)C(O)C1O,1,,CUOKHACJLGPRHD
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,VEODLZCCGWHVJN
NCC(=O)NC(CCC(N)=O)C(=O)O,1,,PNMUAGGSDZXTHX
Nc1ncnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1,1,,DAEAPNUQQAICNR
CCCCCCCCC=CCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,KADPWMJVUVWQNK
NC(CC(O)C(=O)O)C(=O)O,1,,HBDWQSHEVMSFGY
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,UYSHBKYVDAZLKJ
CS,1,,LSDPWZHWYPCBBB
C=C(OP(=O)(O)O)C(=O)O,1,,DTBNBXWJWCWCIK
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,1,,KUIWITMEUHJWDB
CCCC(=O)OCC,1,,OBNCKNCVKJNDBV
O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,1,,MRVYFOANPDTYBY
C=O,1,,WSFSSNUMVMOOMR
CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,HQANBZHVWIDNQZ
NC(COP(=O)(O)O)Cc1cnc[nH]1,1,,CWNDERHTHMWBSI
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,UYOPMOKWRZRSRY
O=C(O)c1ccccc1NCC(=O)C(O)C(O)COP(=O)(O)O,1,,QKMBYNRMPRKVTO
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,1,,WURMRKUXTPWSRM
CCCCC(N)C(=O)O,1,,LRQKBLKVPFOOQJ
CC(=O)N1CCCC1C(=O)O,1,,GNMSLDIYJOSUSW
Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)c(=O)[nH]1,1,,SJXJAXXRDJWRCR
NC(CS(=O)(=O)O)C(=O)[O-],1,,XVOYSCVBGLVSOL
CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,1,,VWFJDQUYCIWHTN
NCCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,1,,WVIMUEUQJFPNDK
COC1=CC(=O)C(C)=C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)C1=O,1,,RLVSEUWSBSQQOE
CC(=O)C(C)(O)C(=O)O,1,,NMDWGEGFJUBKLB
CCCCCCC=CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,1,,XWOGDCXWTYZPKJ
COc1ccc(C(=O)O)cc1,1,,ZEYHEAKUIGZSGI
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,1,,XTWYTFMLZFPYCI
O=P([O-])([O-])OC(CO)CO,1,,DHCLVCXQIBBOPH
CCOC(=O)C(C)C,1,,WDAXFOBOLVPGLV
CCOC(=O)c1ccccc1O,1,,GYCKQBWUSACYIF
CC(C)C(=O)C(=O)O,1,,QHKABHOOEWYVLI
CC(C)(O)C(O)C(=O)[O-],1,,JTEYKUFKXGDTEU
CCCCCC(O)CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,ATVGTMKWKDUCMS
Cc1ccc(O)c([N+](=O)[O-])c1,1,,SYDNSSSQVSOXTN
O=C[O-],1,,BDAGIHXWWSANSR
O=c1[nH]cnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)O)O1,1,,BKUSIKGSPSFQAC
O=CC(O)C(O)C(O)C(O)COP(=O)(O)O,1,,VFRROHXSMXFLSN
CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)OC(=O)CCCCCCCC=CCCCCCCCC,1,,FTAJUMMOKVEZBE
CC(C)=CCCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(O)C(C)(C)C1CC3,1,,CHGIKSSZNBCNDW
O=P(O)(OCC(O)CO)OC1C(O)C(O)C(O)C(O)C1O,1,,BMVUIWJCUQSHLZ
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,IKFJOTKFGNCHNC
CCCCC1=CC=CO1,1,,NWZIYQNUCXUJJJ
CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCC=CCCCCCCCC,1,,MWRBNPKJOOWZPW
O=c1[nH]cnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,1,,HAEJPQIATWHALX
OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1,1,,LUKBXSAWLPMMSZ
CCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,CRFNGMNYKDXRTN
C#CC(=O)[O-],1,,UORVCLMRJXCDCP
COC1OC(CO)C(O)C(O)C1O,1,,HOVAGTYPODGVJG
CCCCCCO,1,,ZSIAUFGUXNUGDI
CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(N)C(=O)O)OC(=O)CCCCCCCC=CCCCCCCCC,1,,WTBFLCSPLLEDEM
CCCCCCCCCCCCCCCCCC(=O)O,1,,QIQXTHQIDYTFRH
C=Cc1c2[nH]c(c1C)Cc1[nH]c(c(CCC(=O)O)c1C)Cc1[nH]c(c(C)c1CCC(=O)O)Cc1[nH]c(c(C)c1C=C)C2,1,,UHSGPDMIQQYNAX
COC1=CC(=CC(OC)=C1O)C1=C(O[C@@H]2O[C@H](COC(=O)\C=C\C3=CC=C(O)C=C3)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O)=CC(O)=CC2=[O+]1,1,,HXQOVGDXCHFLOP
CC(O)C(O)C1=Nc2c(nc(N)[nH]c2=O)NC1,1,,FEMXZDUTFRTWPE
[C-]#N,1,,XFXPMWWXUTWYJX
[O][O-],1,,MXDZWXWHPVATGF
O=N[O-],1,,IOVCWXUNBOPUCH
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,1,,LVNQDRCBLMBUSX
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCC)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,1,,YOVNZDXBUXIJEK
COC(=O)C(=CC(=O)O)CC(=O)O,1,,BRYKYSQCLNCYQW
NCc1[nH]cc(CCC(=O)O)c1CC(=O)O,1,,QSHWIQZFGQKFMA
NC(CC[Se]CC(N)C(=O)O)C(=O)O,1,,ZNWYDQPOUQRDLY
CCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(CO)C(O)CCCCCCCCCCCCCCC,1,,DGORBCXEWSENPF
O=CCC(O)C(O)COP(=O)([O-])[O-],1,,ALQNUOMIEBHXQG
Cc1ncc(C[n+]2csc(CCOP(=O)([O-])O)c2C)c(N)n1,1,,HZSAJDVWZRBGIF
CC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,1,,GVVPGTZRZFNKDS
O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,1,,JPXZQMKKFWMMGK
CCCCCCCCCCCCCCCCCCCC=CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],1,,KRTIFNFQCJTGMV
O=CC(O)CO,1,,MNQZXJOMYWMBOU
CC1(C)COC(=O)C1O,1,,SERHXTVXHNVDKA
O=P([O-])([O-])[O-],1,,NBIIXXVUZAFLBC
C=C(N)C(=O)[O-],1,,UQBOJOOOTLPNST
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,AGFCZBHIFSMSBL
CCCCCCCCCC(=O)[O-],1,,GHVNFZFCNZKVNT
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,1,,AEPVLLKGEBHLEJ
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCCN(C)C,1,,OHGPMNRGCZDYQF
CCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,OEXFMSFODMQEPE
CN1CC(=O)N=C1N,1,,DDRJAANPRJIHGJ
[Mg+2],1,,JLVVSXFLKOJNIY
CCCCCC(=O)CC(=O)O,1,,FWNRRWJFOZIGQZ
O=C([O-])O,1,,BVKZGUZCCUSVTD
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,1,,KMUBDVORXSDBQY
CC(=O)CC(=O)O,1,,WDJHALXBUFZDSR
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2ccc(N)nc2=O)C(O)C1O,1,,FPQIENQTTUVFMM
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)([O-])OCC([NH3+])C(=O)[O-])OC(=O)CCCCCCCC=CCCCCCC,1,,SYAYTZJXUCQTMJ
CCCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(CO)C(O)C(O)CCCCCCCCCCCCCC,1,,ZFUXWVVVWGWGPQ
CC(C)C=O,1,,AMIMRNSIRUDHCM
NC(=O)C1=CN(C2OC(COP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)C(O)C2O)C=CC1,1,,BOPGDPNILDQYTO
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC(O)COP(=O)([O-])[O-],1,,BKRKPWQBIFVASS
NC(CC(=O)O)C(=O)O,1,,CKLJMWTZIZZHCS
CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1,,MDSDTDVAYRPAIR
O=C(O)Cc1cc(O)ccc1O,1,,IGMNYECMUMZDDF
C=C(OC1CC(C(=O)O)=CC(OP(=O)(O)O)C1O)C(=O)O,1,,QUTYKIXIUDQOLK
O=C(O)c1ccc[n+](C2OC(COP(=O)(O)O)C(O)C2O)c1,1,,JOUIQRNQJGXQDC
OCC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,1,,FYGDTMLNYKFZSV
NC(=O)NC1NC(=O)NC1=O,1,,POJWUDADGALRAB
Nc1nc2c(ncn2C2OC3COP(=O)(O)OC3C2O)c(=O)[nH]1,1,,ZOOGRGPOEVQQDX
[H]OC([H])([H])C(=O)C([H])([H])O[H],1,,RXKJFZQQPQGTFL
CC(C(=O)O)C(O)C(=O)O,1,,NPYQJIHHTGFBLN
CCCCCCCCCCCCCCCCCCCCCCCC(O)C(O)C(=O)NC(CO)C(O)C(O)CCCCCCCCCCCCCC,1,,IMHKEXOLDHXQAG
Cc1cc2c(cc1C)N(CC(O)C(O)C(O)COP(=O)(O)O)c1[nH]c(=O)[nH]c(=O)c1N2,1,,YTNIXZGTHTVJBW
CC(C)(CO)C(=O)C(=O)O,1,,PKVVTUWHANFMQC
CC=O,1,,IKHGUXGNUITLKF
CSCCC=O,1,,CLUWOWRTHNNBBU
NC(=O)c1ncn(C2OC(COP(=O)([O-])[O-])C(O)C2O)c1N,1,,NOTGFIUVDGNKRI
NCCc1ccccc1,1,,BHHGXPLMPWCGHP
CCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC([NH3+])C(=O)[O-],1,,XSJRZJQMAINRKX
O=c1[nH]cc(C2OC(CO)C(O)C2O)c(=O)[nH]1,1,,PTJWIQPHWPFNBW
CCCCCCCCCCCCCCC(O)C(O)C(N)CO,1,,AERBNCYCJBRYDG
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,1,,SSHWZOHZYLSZJT
Nc1nc2c(ncn2C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OCC3OC(n4cnc5c(=O)[nH]c(N)nc54)C(O)C3O)C(O)C2O)c(=O)[nH]1,1,,OLGWXCQXRSSQPO
Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,1,,OVBPIULPVIDEAO
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,HOGDYNVUUXWLTQ
COC1=C(O)C=CC(=C1)C1=C(O[C@@H]2O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]2O)C=C2C(O)=CC(O)=CC2=[O+]1,1,,MBSKDCPWFSMEFD
CCCCCC=CCC=CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,KEPSPLQXVPROMK
CCOC(C)=O,1,,XEKOWRVHYACXOJ
O[C@H]1CC2=C(O)C=C(O)C=C2O[C@@H]1C1=CC=C(O)C(O)=C1,1,,PFTAWBLQPZVEMU
CCCCCCCCCCCCCC(=O)O,1,,TUNFSRHWOTWDNC
NC1OC(COP(=O)(O)O)C(O)C1O,1,,SKCBPEVYGOQGJN
CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,QAPWMWWCPVZGTM
CCOC(=O)CC,1,,FKRCODPIKNYEAC
NC(=O)c1ccccc1,1,,KXDAEFPNCMNJSK
Cc1nc(C(=O)[O-])sc1CCOP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,1,,VGXBGQACJQRWLV
OCc1cccc(Cl)c1,1,,ZSRDNPVYGSFUMD
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,1,,GZDFUDCIFHFCHF
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCC=CCCCCCC,1,,UGQGQKXGIREVRX
Nc1ccn(C2CC(O)C(CO)O2)c(=O)n1,1,,CKTSBUTUHBMZGZ
c1ccc2[nH]ccc2c1,1,,SIKJAQJRHWYJAI
O=C(O)C=C(CCC(=O)O)C(=O)O,1,,BJYPZFUWWJSAKC
NC(C(=O)O)C(O)CO,1,,JBNUARFQOCGDRK
Cc1ncc(CO)c(C=O)c1O,1,,RADKZDMFGJYCBB
CCC(C)(O)C(O)C(=O)[O-],1,,PDGXJDXVGMHUIR
CC=CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,KFWWCMJSYSSPSK
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(OP(=O)(O)O)C1O,1,,WHTCPDAXWFLDIH
C[C@@H]1O[C@@H](O[C@@H]2[C@H](OC3=CC(O)=CC(O)=C3C2=O)C2=CC(O)=C(O)C=C2)[C@H](O)[C@H](O)[C@H]1O,1,,ZROGCCBNZBKLEL
O=CC(O)C(O)COP(=O)(O)O,1,,NGHMDNPXVRFFGS
O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,1,,DRTQHJPVMGBUCF
CCCC([O-])=S,1,,DGAODIKUWGRDBO
N=C(CC(=O)O)C(=O)O,1,,NMUOATVLLQEYHI
Nc1ccc(C(=O)[O-])cc1,1,,ALYNCZNDIQEVRV
CCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)([O-])OCC[N+](C)(C)C,1,,ASWBNKHCZGQVJV
COc1cc(CC(=O)O)ccc1O,1,,QRMZSPFSDQBLIX
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCNC,1,,VKFOKNZWECRZTN
Nc1nc2c(c(=O)[nH]1)NC(CN(C=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,1,,AUFGTPPARQZWDO
CCCCCCCCCCCCCCCCCCCCCC(O)C(O)C(=O)NC(COP(=O)([O-])OC1C(O)C(O)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,1,,IFSVZMZUQHMLDK
OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1,1,,REFJWTPEDVJJIY
CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,1,,SIARJEKBADXQJG
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,1,,NGVDGCNFYWLIFO
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,1,,QJZAWHQVXYMEQR
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,1,,FPQRFQFOELXPQK
CCC(C)CO,1,,QPRQEDXDYOZYLA
CCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,1,,NKBBBCHXLZELEN
NC(=O)c1ncn(C2OC(COP(=O)([O-])[O-])C(O)C2O)c1NC=O,1,,ABCOOORLYAOBOZ
C=C(CCC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C)C(C)C,1,,ZEPNVCGPJXYABB
[OH-],1,,XLYOFNOQVPJJNP
Nc1nc2c(ncn2C2OC(CO)C3OP(=O)(O)OC32)c(=O)[nH]1,1,,UASRYODFRYWBRC
Cc1ncc(C[n+]2c(C(C)O)sc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,1,,RRUVJGASJONMDY
O=C(O)C(=O)C(O)C(O)C(O)COP(=O)(O)O,1,,ZKUSPPOKDDRMIU
OCc1ccccc1,1,,WVDDGKGOMKODPV
CCC([NH3+])C(=O)[O-],1,,QWCKQJZIFLGMSD
N,1,,QGZKDVFQNNGYKY
O=C(O)C(=O)CS,1,,OJOLFAIGOXZBCI
CCCCC,1,,OFBQJSOFQDEBGM
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1O,1,,BWAQTKMFCCUVOJ
CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(N)C(=O)O,1,,AJFWREUFUPEYII
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,1,,JZRWCGZRTZMZEH
CC(O)C(N)C(=O)O,1,,AYFVYJQAPQTCCC
Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,1,,VVIAGPKUTFNRDU
C=C(OC1C=C(C(=O)O)C=CC1O)C(=O)O,1,,WTFXTQVDAKGDEY
CCCCCCCCCCCC(=O)[O-],1,,POULHZVOKOAJMA
O=c1ccn(C2OC(CO)C3OP(=O)(O)OC32)c(=O)[nH]1,1,,HWDMHJDYMFRXOX
CCCCCCCCCCCCCCCCCC(=O)OCC(O)COP(=O)(O)O,1,,LAYXSTYJRSVXIH
NC(=O)c1ncn(C2OC(COP(=O)([O-])[O-])C(O)C2O)c1N=CNC1OC(COP(=O)([O-])[O-])C(O)C1O,1,,QOUSHGMTBIIAHR
CC(OP(=O)(O)O)C(N)C(=O)O,1,,USRGIUJOYOXOQJ
[NH3+]C(CC=O)C(=O)[O-],1,,HOSWPDPVFBCLSY
NC(CS(=O)(=O)O)C(=O)O,1,,XVOYSCVBGLVSOL
CCCCCC=CCC=CC=CC=CC1OC1CCCC(=O)O,1,,UFPQIRYSPUYQHK
CC=[N+]([O-])[O-],1,,YERBBVNYIKLXDM
NC(=O)NC(=O)O,1,,AVWRKZWQTYIKIY
CCCCCCCCC=CCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],1,,MJWMOLDKMBISOB
CCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(=O)CCCCCCCC=CCCCCCCCC,1,,UPSBPRFKFOPTPK
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)(O)OCCN,1,,ZTSRQLQWGSDQGP
O=C(O)CC(O)C(=O)O,1,,BJEPYKJPYRNKOW
CCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O,1,,QAWXBJDYTIBLRK
O=P(O)(O)OC1C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(OP(=O)(O)O)C1OP(=O)(O)O,1,,IMQLKJBTEOYOSI
O=P(O)(O)OC1C(O)C(OP(=O)(O)O)C(OP(=O)(O)O)C(O)C1OP(=O)(O)O,1,,ZAWIXNGTTZTBKV
Cn1cnc2[nH]c(N)nc(=O)c21,1,,FZWGECJQACGGTI
CC(C)CC(NC(=O)C(C)N)C(=O)O,1,,RDIKFPRVLJLMER
CCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],1,,QBYOCCWNZAOZTL
Cc1cccc(C)c1,1,,IVSZLXZYQVIEFR
C=C(CCC(C)C1CCC2C3=C(CCC21C)C1(C)CCC(OC(=O)CCCCCCCC=CCCCCCC)CC1CC3)C(C)C,1,,VXMWPGVHCCYQEO
NC(C(=O)O)C(O)COP(=O)(O)O,1,,FKHAKIJOKDGEII
O,1,,XLYOFNOQVPJJNP
CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)([O-])[O-],1,,WRGQSWVCFNIUNZ
CCCCCC=CCC=CCCCCCCCC(=O)O,1,,OYHQOLUKZRVURQ
CCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCCN,1,,ZBKSDVGXOOCETO
CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O,1,,IVLBHBFTRNVIAP
CSCCC(NC(=O)CN)C(=O)O,1,,PFMUCCYYAAFKTH
COC1=CC(\C=C\C(=O)OC(C(O)C(O)=O)C(O)=O)=CC=C1O,1,,XIWXUSFCUBAMFH
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OCC2OC(O)C(O)C2O)C(O)C1O,1,,SRNWOUGRCWSEMX
